company,address,longitude,latitude,status,link_to_page,note
Amazon,Cruiserath Road Mulhuddart Ireland  ,-6.386607507826351,53.41341382033228,Planned,https://www.datacentermap.com/ireland/dublin/amazon-aws-dub-mulhuddart-4/,Part of Amazon AWS DUB - Mulhuddart Campus
Amazon,Cruiserath Road Mulhuddart Ireland  ,-6.386607507826351,53.41341382033228,Planned,https://www.datacentermap.com/ireland/dublin/amazon-aws-dub-mulhuddart-5/,Part of Amazon AWS DUB - Mulhuddart Campus
Amazon,Cruiserath Road Mulhuddart Ireland  ,-6.386607507826351,53.41341382033228,Planned,https://www.datacentermap.com/ireland/dublin/amazon-aws-dub-mulhuddart-6/,Part of Amazon AWS DUB - Mulhuddart Campus
Amazon,"Ha-Har St, Har Tuv A Industrial Zone Beit Shemesh Israel",34.865070277334084,32.10417505,Active,https://www.datacentermap.com/israel/tel-aviv/amazon-aws-tlv-hartuv/,
Amazon,1 Rakefet Shoham Israel,34.96030129998794,32.01955525060352,Active,https://www.datacentermap.com/israel/tel-aviv/amazon-aws-tlv-shoham/,
Amazon,2 Nirim St Tnuvot Israel,-1,-1,Active,https://www.datacentermap.com/israel/tel-aviv/amazon-aws-tlv-truvot/,
Amazon,Technology Park Malaysia Bukit Jalil Malaysia,101.6892466,3.0479178,Planned,https://www.datacentermap.com/malaysia/kuala-lumpur/amazon-aws-kul-bukit-jalil/,
Amazon,Maju Expressway Dengkil Malaysia,101.6682596,2.8730963999999997,Planned,https://www.datacentermap.com/malaysia/kuala-lumpur/amazon-aws-kul-dengkil/,
Amazon,293 Jalan Laman Azalea 4/2 Setul Malaysia,101.81461407240106,2.839005303811723,Planned,https://www.datacentermap.com/malaysia/kuala-lumpur/amazon-aws-kul-setul/,
Amazon,Calle Productividad Querétaro City Mexico,-100.9537584,22.1484482,Under Construction,https://www.datacentermap.com/mexico/queretaro/amazon-aws-qro-productividad/,
Amazon,Fred Taylor Dr / Kakano Rd Westgate New Zealand,174.5970195646069,-36.809327912173444,Under Construction,https://www.datacentermap.com/new-zealand/auckland/amazon-aws-akl-westgate/,
Amazon,12 Sunview Drive Singapore Singapore,103.70136652676575,1.3155811000000002,Active,https://www.datacentermap.com/singapore/singapore/amazon-aws-sin-12-sunview/,
Amazon,"20 Loyang Drive, Loyang Industrial Park Singapore Singapore",103.99605546603934,1.352975,Active,https://www.datacentermap.com/singapore/singapore/amazon-aws-sin-20-loyang/,
Amazon, Atlantic Dr Cape Town South Africa,18.447680599999998,-33.732844799999995,Planned,https://www.datacentermap.com/south-africa/cape-town/amazon-aws-cpt-atlantic/,
Amazon,585-49/585-1 Gajwa-dong Seo-gu South Korea,129.0120406,35.1108608,Planned,https://www.datacentermap.com/south-korea/incheon/amazon-aws-incheon/,
Amazon,"Mipo National Industrial Complex, Yongyeon-dong Nam-gu South Korea",126.6811593,37.4739903,Under Construction,https://www.datacentermap.com/south-korea/ulsan/amazon-aws-ulsan/,
Amazon,"Ronda De Valdabra, 23 Huesca Spain",-0.44749680590685437,42.1002756,Active,https://www.datacentermap.com/spain/huesca/amazon-aws-mad-huesca/,
Amazon,Ctra A-1102 km 2 Villanueva de Gállego Spain,-4.0503966,40.4319481,Active,https://www.datacentermap.com/spain/zaragoza/amazon-aws-mad-gallego/,
Amazon,Polígono El Burgo Zaragoza Spain,-0.74244,41.5722233,Active,https://www.datacentermap.com/spain/zaragoza/amazon-aws-mad-zaragoza/,
Amazon,Propellervägen 19 Eskilstuna Sweden,-1,-1,Active,https://www.datacentermap.com/sweden/eskilstuna/amazon-aws-arn-eskilstuna/,
Amazon,Terminalgatan 4 Katrineholm Sweden,16.235244841203038,58.99540399525034,Active,https://www.datacentermap.com/sweden/katrineholm/amazon-aws-arn-katrineholm/,
Amazon,Kvastbruksgatan 8 Västerås Sweden,-75.6898155,45.4277257,Active,https://www.datacentermap.com/sweden/vasteras/amazon-aws-arn-vasteras/,
Amazon,,-1,-1,Under Construction,https://www.datacentermap.com/thailand/pattaya/amazon-aws-bkk-bo-win/,"within Bo Win, Si Racha District</i> Bo Win Thailand"
Amazon,WHA Eastern Seaboard Industrial Estate 4 Maenam Khu Mai Thailand,101.26274364591055,12.9096301,Under Construction,https://www.datacentermap.com/thailand/pattaya/amazon-aws-bkk-maenam-khu-mai/,
Amazon,Eastern Seaboard Industrial Estate Rayong Ta Sit Thailand,101.17674264785767,13.01431605,Under Construction,https://www.datacentermap.com/thailand/pattaya/amazon-aws-bkk-ta-sit/,
